,Rank,Name,Platform,Year,Genre,Publisher,NA_Sales,EU_Sales,JP_Sales,Other_Sales,Global_Sales,Platform_type
15543,9135,Gundam: The Battle Master,PS,1997,Fighting,Namco Bandai Games,0,0,0.13,0.01,0.14,Console
15544,9150,The Granstream Saga,PS,1997,Role-Playing,Sony Computer Entertainment,0.08,0.05,0,0.01,0.14,Console
15545,9168,NCAA Basketball Final Four 97,PS,1997,Sports,Mindscape,0.08,0.05,0,0.01,0.14,Console
15546,9171,The Bombing Islands,PS,1997,Platform,Kemco,0.08,0.05,0,0.01,0.14,Console
15547,9183,Desire,SAT,1997,Adventure,Imadio,0,0,0.14,0,0.14,Console
15548,9296,Interactive Sampler Disc 6,PS,1997,Misc,Sony Computer Entertainment,0.08,0.05,0,0.01,0.14,Console
15549,9378,Azure Dreams,PS,1997,Role-Playing,Konami Digital Entertainment,0.07,0.05,0,0.01,0.13,Console
15550,9414,Shining Force III,SAT,1997,Strategy,Sega,0,0,0.13,0,0.13,Console
15551,9422,Nagano Winter Olympics '98,PS,1997,Sports,Konami Digital Entertainment,0.07,0.05,0,0.01,0.13,Console
15552,9495,The House of the Dead,SAT,1997,Shooter,Sega,0,0,0.13,0,0.13,Console
15553,9512,Momotaro Douchuuki,SAT,1997,Misc,Hudson Soft,0,0,0.13,0,0.13,Console
15554,9620,Doukyuusei 2,SAT,1997,Role-Playing,NEC Interchannel,0,0,0.13,0,0.13,Console
15555,9658,Actua Tennis,PS,1997,Sports,Gremlin Interactive Ltd,0.07,0.05,0,0.01,0.13,Console
15556,9661,Sonic Jam,SAT,1997,Platform,Sega,0,0,0.12,0,0.12,Console
15557,9684,Clock Tower: The First Fear,PS,1997,Adventure,Human Entertainment,0,0,0.12,0.01,0.12,Console
15558,9718,Magic: The Gathering - Battlemage,PS,1997,Strategy,Acclaim Entertainment,0.07,0.05,0,0.01,0.12,Console
15559,9740,O.D.T.: Escape... Or Die Trying,PS,1997,Adventure,Psygnosis,0.07,0.05,0,0.01,0.12,Console
15560,9949,Hanagumi Taisen Columns,SAT,1997,Puzzle,Sega,0,0,0.12,0,0.12,Console
15561,10084,Mass Destruction,PS,1997,Shooter,BMG Interactive Entertainment,0.06,0.04,0,0.01,0.11,Console
15562,10178,Maximum Force,PS,1997,Shooter,GT Interactive,0.06,0.04,0,0.01,0.11,Console
15563,10221,Chameleon Twist,N64,1997,Platform,Sunsoft,0.09,0.02,0,0,0.11,Console
15564,10223,Chopper Attack,N64,1997,Action,GT Interactive,0.09,0.02,0,0,0.11,Console
15565,10249,Sakura Taisen Hanagumi Tsuushin,SAT,1997,Misc,Sega,0,0,0.11,0,0.11,Console
15566,10259,Felony 11-79,PS,1997,Racing,ASCII Entertainment,0.06,0.04,0,0.01,0.11,Console
15567,10267,Panzer Dragoon Saga,SAT,1997,Role-Playing,Sega,0,0,0.11,0,0.11,Console
15568,10313,Langrisser IV,SAT,1997,Strategy,NCS,0,0,0.11,0,0.11,Console
15569,10316,Hexen: Beyond Heretic,PS,1997,Shooter,GT Interactive,0.06,0.04,0,0.01,0.11,Console
15570,10620,Choujikuu Yousai Macross: Ai Oboete Imasu ka,SAT,1997,Shooter,Namco Bandai Games,0,0,0.1,0,0.1,Console
15571,10638,Flying Dragon,N64,1997,Fighting,Natsume,0.08,0.02,0,0,0.1,Console
15572,10639,International Superstar Soccer 64 (weekly JP sales),N64,1997,Sports,Konami Digital Entertainment,0,0,0.05,0.05,0.1,Console
15573,10661,Ghost in the Shell,PS,1997,Simulation,Sony Computer Entertainment,0.06,0.04,0,0.01,0.1,Console
15574,10677,Micro Machines V3,PS,1997,Racing,Codemasters,0.06,0.04,0,0.01,0.1,Console
15575,10751,Descent Maximum,PS,1997,Shooter,Interplay Productions,0.05,0.04,0,0.01,0.1,Console
15576,10771,Shadow Master,PS,1997,Adventure,Psygnosis,0.05,0.04,0,0.01,0.1,Console
15577,10797,Street Fighter Collection,PS,1997,Fighting,Capcom,0,0,0.09,0.01,0.1,Console
15578,10863,Rosco McQueen: Firefighter Extreme,PS,1997,Action,Sony Computer Entertainment,0.05,0.04,0,0.01,0.09,Console
15579,10984,Running Wild,PS,1997,Racing,989 Studios,0.05,0.03,0,0.01,0.09,Console
15580,11060,Porsche Challenge,PS,1997,Racing,Sony Computer Entertainment,0.05,0.03,0,0.01,0.09,Console
15581,11229,Codename Tenka,PS,1997,Shooter,Psygnosis,0.05,0.03,0,0.01,0.09,Console
15582,11248,Wing Commander IV: The Price of Freedom,PS,1997,Simulation,Origin Systems,0.05,0.03,0,0.01,0.09,Console
15583,11471,The King of Fighters '96,PS,1997,Fighting,SNK,0,0,0.07,0.01,0.08,Console
15584,11477,Bust-A-Move 2 Arcade Edition,N64,1997,Puzzle,Acclaim Entertainment,0.06,0.02,0,0,0.08,Console
15585,11526,Sentimental Graffiti: First Window,SAT,1997,Adventure,NEC Interchannel,0,0,0.08,0,0.08,Console
15586,11546,Ogre Battle Series: Tactics Ogre,PS,1997,Role-Playing,Atlus,0.04,0.03,0,0.01,0.08,Console
15587,11633,Virus,SAT,1997,Shooter,Hudson Soft,0,0,0.08,0,0.08,Console
15588,11755,Buster Bros. Collection,PS,1997,Puzzle,Capcom,0.04,0.03,0,0,0.07,Console
15589,11786,Real Sound: Kaze no Riguretto,SAT,1997,Adventure,Warp,0,0,0.07,0,0.07,Console
15590,11844,G Darius,PS,1997,Shooter,THQ,0.04,0.03,0,0,0.07,Console
15591,11983,Aero Gauge,N64,1997,Racing,ASCII Entertainment,0.06,0.01,0,0,0.07,Console
15592,12031,RayStorm,PS,1997,Shooter,Sony Computer Entertainment,0.04,0.03,0,0,0.07,Console
15593,12053,Fantastic Four,PS,1997,Action,Acclaim Entertainment,0.04,0.03,0,0,0.07,Console
15594,12100,Mega Man X4,SAT,1997,Action,Capcom,0,0,0.07,0,0.07,Console
15595,12116,TigerShark,PS,1997,Simulation,GT Interactive,0.04,0.03,0,0,0.07,Console
15596,12118,Norse by Norsewest: The Return of the Lost Vikings,PS,1997,Action,Interplay,0.04,0.03,0,0,0.07,Console
15597,12176,Mega Man: Battle & Chase,PS,1997,Racing,Capcom,0,0,0.06,0,0.07,Console
15598,12212,Pandemonium 2,PS,1997,Platform,BMG Interactive Entertainment,0.04,0.02,0,0,0.07,Console
15599,12303,Ray Tracers,PS,1997,Racing,Sony Computer Entertainment,0.04,0.02,0,0,0.06,Console
15600,12513,Marvel Super Heroes,SAT,1997,Fighting,Capcom,0,0,0.06,0,0.06,Console
15601,12656,Broken Helix,PS,1997,Action,Konami Digital Entertainment,0.03,0.02,0,0,0.06,Console
15602,12742,Broken Sword II: The Smoking Mirror,PS,1997,Adventure,Sony Computer Entertainment,0.03,0.02,0,0,0.06,Console
15603,12798,Elemental Gearbolt,PS,1997,Shooter,Sony Computer Entertainment,0.03,0.02,0,0,0.06,Console
15604,12805,Mega Man 8 Anniversary Collector's Edition,SAT,1997,Platform,Capcom,0,0,0.06,0,0.06,Console
15605,12845,NHL Powerplay 98,PS,1997,Sports,Virgin Interactive,0.03,0.02,0,0,0.05,Console
15606,12939,Judge Dredd,PS,1997,Platform,Gremlin Interactive Ltd,0.03,0.02,0,0,0.05,Console
15607,13116,Dual Heroes,N64,1997,Fighting,Hudson Soft,0.04,0.01,0,0,0.05,Console
15608,13365,Turok: Dinosaur Hunter,N64,1997,Shooter,Acclaim Entertainment,0,0,0.05,0,0.05,Console
15609,13445,Wayne Gretzky's 3D Hockey '98,PS,1997,Sports,GT Interactive,0.03,0.02,0,0,0.05,Console
15610,13514,Grand Slam,PS,1997,Misc,Virgin Interactive,0.02,0.02,0,0,0.04,Console
15611,13826,Syndicate Wars,PS,1997,Strategy,Electronic Arts,0.02,0.01,0,0,0.04,Console
15612,13829,Herc's Adventures,PS,1997,Action,Virgin Interactive,0.02,0.01,0,0,0.04,Console
15613,13902,Crypt Killer,PS,1997,Shooter,Konami Digital Entertainment,0.02,0.01,0,0,0.04,Console
15614,13914,Darklight Conflict,PS,1997,Simulation,Electronic Arts,0.02,0.01,0,0,0.04,Console
15615,14455,Peak Performance,PS,1997,Racing,JVC,0.02,0.01,0,0,0.03,Console
15616,14540,Master of Monsters: Disciples of Gaia,PS,1997,Strategy,Agetec,0.02,0.01,0,0,0.03,Console
15617,14718,Rush Hour,PS,1997,Misc,Psygnosis,0.02,0.01,0,0,0.03,Console
15618,14789,Poy Poy,PS,1997,Action,Konami Digital Entertainment,0.01,0.01,0,0,0.03,Console
15619,14807,Nanotek Warrior,PS,1997,Shooter,Virgin Interactive,0.01,0.01,0,0,0.03,Console
15620,14998,Bugriders: The Race of Kings,PS,1997,Racing,GT Interactive,0.01,0.01,0,0,0.02,Console
15621,15030,Kensei: Sacred Fist,PS,1997,Fighting,Konami Digital Entertainment,0.01,0.01,0,0,0.02,Console
15622,15077,Bottom of the 9th '97,PS,1997,Sports,Konami Digital Entertainment,0.01,0.01,0,0,0.02,Console
15623,15210,Ballblazer Champions,PS,1997,Sports,CTO SpA,0.01,0.01,0,0,0.02,Console
15624,15518,Puzzle Star Sweep,PS,1997,Puzzle,Midas Interactive Entertainment,0.01,0.01,0,0,0.02,Console
15625,15543,The Crow: City of Angels,PS,1997,Action,Acclaim Entertainment,0.01,0.01,0,0,0.02,Console
15626,16382,Grand Prix Legends,PC,1997,Racing,Vivendi Games,0,0.01,0,0,0.01,Computer
15627,16439,Worms 2,PC,1997,Strategy,Microprose,0,0.01,0,0,0.01,Computer
15628,5,Pokemon Red/Pokemon Blue,GB,1996,Role-Playing,Nintendo,11.27,8.89,10.22,1,31.37,Hand_Held
15629,47,Super Mario 64,N64,1996,Platform,Nintendo,6.91,2.85,1.91,0.23,11.89,Console
15630,64,Mario Kart 64,N64,1996,Racing,Nintendo,5.55,1.94,2.23,0.15,9.87,Console
15631,117,Crash Bandicoot,PS,1996,Platform,Sony Computer Entertainment,3.23,2.35,0.94,0.3,6.82,Console
15632,153,Tekken 2,PS,1996,Fighting,Sony Computer Entertainment,2.26,1.89,1.36,0.23,5.74,Console
15633,195,Microsoft Flight Simulator,PC,1996,Simulation,Microsoft Game Studios,3.22,1.69,0,0.2,5.12,Computer
15634,202,Resident Evil,PS,1996,Action,Virgin Interactive,2.05,1.16,1.11,0.73,5.05,Console
15635,230,Tomb Raider,PS,1996,Action,Eidos Interactive,2.29,1.97,0.13,0.24,4.63,Console
15636,294,Namco Museum Vol.3,PS,1996,Misc,Sony Computer Entertainment,2.28,1.55,0.16,0.06,4.05,Console
15637,326,Resident Evil Director's Cut,PS,1996,Action,Virgin Interactive,1.82,1.24,0.47,0.25,3.77,Console
15638,373,Donkey Kong Country 3: Dixie Kong's Double Trouble!,SNES,1996,Platform,Nintendo,1.17,0.5,1.75,0.08,3.51,Console
15639,485,Wave Race 64,N64,1996,Racing,Nintendo,1.98,0.58,0.34,0.04,2.94,Console
15640,512,Command & Conquer: Red Alert,PC,1996,Strategy,Virgin Interactive,1.37,1.34,0,0.14,2.85,Computer
15641,533,Mortal Kombat Trilogy,PS,1996,Fighting,GT Interactive,1.98,0.7,0,0.11,2.79,Console
15642,575,Star Wars: Shadows of the Empire,N64,1996,Action,Nintendo,2,0.5,0.12,0.03,2.65,Console
15643,632,Twisted Metal 2,PS,1996,Racing,Sony Computer Entertainment,2.12,0.25,0,0.07,2.44,Console
15644,647,Tetris Plus,PS,1996,Puzzle,JVC,2.1,0.24,0,0.07,2.4,Console
15645,674,Donkey Kong Land II,GB,1996,Platform,Nintendo,1.39,0.48,0.4,0.08,2.35,Hand_Held
15646,764,Super Mario RPG: Legend of the Seven Stars,SNES,1996,Role-Playing,Nintendo,0.66,0,1.45,0.03,2.14,Console
15647,902,PaRappa The Rapper,PS,1996,Misc,Sony Computer Entertainment,0.26,0.16,1.46,0.03,1.92,Console
15648,948,Jet Moto,PS,1996,Racing,Sony Computer Entertainment,1.33,0.4,0.03,0.07,1.83,Console
15649,1022,Cruis'n USA,N64,1996,Racing,Nintendo,1.69,0.04,0,0.01,1.74,Console
15650,1161,Diablo,PC,1996,Role-Playing,Activision,0.01,1.58,0,0,1.59,Computer
15651,1163,Soul Edge,PS,1996,Fighting,Sony Computer Entertainment,0.61,0.41,0.46,0.1,1.59,Console
15652,1218,Die Hard Trilogy,PS,1996,Shooter,Fox Interactive,0.85,0.58,0,0.1,1.54,Console
15653,1234,NASCAR 98,PS,1996,Racing,Electronic Arts,1.43,0.05,0,0.04,1.52,Console
15654,1325,Tamagotchi,GB,1996,Simulation,Namco Bandai Games,0,0,1.44,0.01,1.45,Hand_Held
15655,1338,Kirby Super Star,SNES,1996,Platform,Nintendo,0.26,0.07,1.09,0.02,1.44,Console
15656,1384,2Xtreme,PS,1996,Sports,Sony Computer Entertainment,1.15,0.2,0,0.05,1.4,Console
15657,1430,Dragon Quest III: Soshite Densetsu e...,SNES,1996,Role-Playing,Enix Corporation,0,0,1.36,0,1.36,Console
15658,1497,Madden NFL 97,PS,1996,Sports,Electronic Arts,0.73,0.5,0,0.09,1.32,Console
15659,1501,TNN Motor Sports Hardcore 4x4,PS,1996,Racing,ASC Games,0.73,0.5,0,0.09,1.31,Console
15660,1591,Reel Fishing,PS,1996,Sports,Natsume,0.99,0.13,0.1,0.04,1.25,Console
15661,1647,SimCity 2000,PS,1996,Simulation,Maxis,0.68,0.46,0,0.08,1.22,Console
15662,1720,Soviet Strike,PS,1996,Simulation,Electronic Arts,0.65,0.44,0,0.08,1.17,Console
15663,1734,Rage Racer,PS,1996,Racing,Sony Computer Entertainment,0.16,0.11,0.83,0.08,1.17,Console
15664,1737,Destruction Derby 2,PS,1996,Racing,Psygnosis,0.65,0.44,0,0.08,1.17,Console
15665,1821,Pilotwings 64,N64,1996,Simulation,Nintendo,0.56,0.24,0.3,0.02,1.12,Console
15666,1974,Arc the Lad II,PS,1996,Role-Playing,Sony Computer Entertainment,0,0,0.92,0.13,1.05,Console
15667,1976,Derby Stallion 96,SNES,1996,Sports,ASCII Entertainment,0,0,1.04,0.01,1.05,Console
15668,1998,Mega Man X4,PS,1996,Action,Virgin Interactive,0.45,0.3,0.22,0.07,1.04,Console
15669,2024,Tomb Raider,PC,1996,Action,Eidos Interactive,0.96,0.07,0,0,1.03,Computer
15670,2073,NBA Live 97,PS,1996,Sports,Electronic Arts,0.55,0.38,0,0.07,1,Console
15671,2159,Mortal Kombat Trilogy,N64,1996,Fighting,GT Interactive,0.72,0.22,0,0.02,0.96,Console
15672,2183,Wild ARMs,PS,1996,Role-Playing,Sony Computer Entertainment,0.26,0.17,0.46,0.06,0.95,Console
15673,2202,Midway Presents Arcade's Greatest Hits: The Atari Collection 1,PS,1996,Misc,GT Interactive,0.52,0.36,0,0.06,0.94,Console
15674,2258,Space Jam,PS,1996,Sports,Acclaim Entertainment,0.51,0.35,0,0.06,0.92,Console
15675,2271,Tobal No.1,PS,1996,Fighting,Sony Computer Entertainment,0.12,0.08,0.66,0.06,0.92,Console
15676,2298,Mini-Yonku Shining Scorpion: Let's & Go!!,SNES,1996,Racing,ASCII Entertainment,0,0,0.9,0,0.9,Console
15677,2356,Mega Man 8 Anniversary Collector's Edition,PS,1996,Platform,Capcom,0.44,0.3,0.09,0.06,0.88,Console
15678,2368,Star Wars: Rebel Assault II - The Hidden Empire,PS,1996,Shooter,CTO SpA,0.49,0.33,0,0.06,0.88,Console
15679,2391,NFL GameDay '97,PS,1996,Sports,Sony Computer Entertainment,0.48,0.33,0,0.06,0.87,Console
15680,2437,Street Fighter Alpha 2,PS,1996,Fighting,Virgin Interactive,0.14,0.09,0.57,0.06,0.85,Console
15681,2504,Casper,PS,1996,Adventure,Interplay,0.46,0.31,0,0.05,0.83,Console
15682,2516,Killer Instinct Gold,N64,1996,Fighting,Nintendo,0.61,0.19,0,0.01,0.82,Console
15683,2663,Andretti Racing,PS,1996,Racing,Electronic Arts,0.43,0.29,0,0.05,0.77,Console
15684,2689,Formula 1,PS,1996,Racing,Psygnosis,0.18,0.12,0.42,0.05,0.76,Console
15685,2834,Area 51,PS,1996,Shooter,GT Interactive,0.4,0.27,0,0.05,0.72,Console
15686,3017,Contra: Legacy of War,PS,1996,Shooter,Konami Digital Entertainment,0.37,0.25,0,0.04,0.67,Console
15687,3242,WWF in Your House,PS,1996,Fighting,Acclaim Entertainment,0.35,0.24,0,0.04,0.62,Console
15688,3276,Fighters MEGAMiX,SAT,1996,Fighting,Sega,0,0,0.62,0,0.62,Console
15689,3277,Bahamut Lagoon,SNES,1996,Role-Playing,SquareSoft,0,0,0.62,0,0.62,Console
15690,3487,Fire Emblem: Seisen no Keifu,SNES,1996,Strategy,Nintendo,0,0,0.58,0,0.58,Console
15691,3642,Shin Super Robot Taisen,PS,1996,Role-Playing,Banpresto,0,0,0.52,0.04,0.55,Console
15692,3649,Sakura Wars,SAT,1996,Adventure,Sega,0,0,0.55,0,0.55,Console
15693,3667,Star Wars: Dark Forces,PS,1996,Shooter,LucasArts,0.31,0.21,0,0.04,0.55,Console
15694,3686,Top Gun: Fire at Will!,PS,1996,Misc,Microprose,0.3,0.21,0,0.04,0.55,Console
15695,3761,Clock Tower,PS,1996,Adventure,ASCII Entertainment,0.07,0.05,0.38,0.03,0.53,Console
15696,3779,Jampack Vol. 2,PS,1996,Misc,Sony Computer Entertainment,0.3,0.2,0,0.03,0.53,Console
15697,3821,Wayne Gretzky's 3D Hockey,N64,1996,Sports,Nintendo,0.49,0.03,0,0,0.53,Console
15698,3887,International Track & Field,PS,1996,Sports,Konami Digital Entertainment,0.08,0.05,0.35,0.03,0.51,Console
15699,3917,Dai-4-Ji Super Robot Taisen S,PS,1996,Strategy,Banpresto,0,0,0.48,0.03,0.51,Console
15700,4004,Super Famista 5,SNES,1996,Sports,Namco Bandai Games,0,0,0.5,0,0.5,Console
15701,4009,PoPoLoCrois Monogatari,PS,1996,Role-Playing,Sony Computer Entertainment,0,0,0.46,0.03,0.5,Console
15702,4150,Alien Trilogy,PS,1996,Shooter,Acclaim Entertainment,0.24,0.16,0.04,0.03,0.47,Console
15703,4216,NHL 97,PS,1996,Sports,Electronic Arts,0.26,0.18,0,0.03,0.47,Console
15704,4264,NHL FaceOff '97,PS,1996,Sports,Sony Computer Entertainment,0.26,0.17,0,0.03,0.46,Console
15705,4318,Jikkyou Powerful Pro Yakyuu 3,SNES,1996,Sports,Konami Digital Entertainment,0,0,0.45,0,0.45,Console
15706,4401,Vandal Hearts,PS,1996,Role-Playing,Konami Digital Entertainment,0.14,0.09,0.19,0.03,0.45,Console
15707,4433,World Stadium EX,PS,1996,Sports,Namco Bandai Games,0,0,0.41,0.03,0.44,Console
15708,4451,Blood Omen: Legacy of Kain,PS,1996,Role-Playing,Crystal Dynamics,0.25,0.17,0,0.03,0.44,Console
15709,4452,Super Bomberman 4,SNES,1996,Puzzle,Hudson Soft,0,0,0.44,0,0.44,Console
15710,4483,Neon Genesis Evangelion,SAT,1996,Adventure,Sega,0,0,0.44,0,0.44,Console
15711,4509,NiGHTS into dreams...,SAT,1996,Platform,Sega,0,0,0.43,0,0.43,Console
15712,4542,Cool Boarders,PS,1996,Sports,Sony Computer Entertainment,0.1,0.07,0.24,0.03,0.43,Console
15713,4713,E0: Enemy Zero,SAT,1996,Adventure,Sega,0,0,0.41,0,0.41,Console
15714,4718,NASCAR Racing,PS,1996,Racing,Pioneer LDC,0.23,0.16,0,0.03,0.41,Console
15715,4755,Pro Pinball,PS,1996,Misc,Empire Interactive,0.23,0.15,0,0.03,0.41,Console
15716,4866,Command & Conquer,PS,1996,Strategy,Virgin Interactive,0.22,0.15,0,0.03,0.4,Console
15717,4981,Triple Play 97,PS,1996,Sports,Electronic Arts Victor,0.21,0.15,0,0.03,0.38,Console
15718,5032,Mobile Suit Gundam version 2.0,PS,1996,Action,Namco Bandai Games,0,0,0.36,0.02,0.38,Console
15719,5044,Tokimeki Memorial: Forever with You,SAT,1996,Simulation,Konami Digital Entertainment,0,0,0.38,0,0.38,Console
15720,5170,Nonomura Byoin no Hitobito,SAT,1996,Adventure,Elf,0,0,0.36,0,0.36,Console
15721,5274,Picross 2,GB,1996,Puzzle,Nintendo,0,0,0.35,0,0.35,Hand_Held
15722,5340,Street Fighter Alpha: Warriors' Dreams,SAT,1996,Fighting,Capcom,0,0,0.35,0,0.35,Console
15723,5434,Fade to Black,PS,1996,Action,Electronic Arts,0.19,0.13,0,0.02,0.34,Console
15724,5447,Tokyo Highway Battle,PS,1996,Racing,Jaleco,0.06,0.04,0.21,0.02,0.33,Console
15725,5553,NBA Live 96,PS,1996,Sports,Electronic Arts,0.16,0.11,0.04,0.02,0.33,Console
15726,5613,OverBlood,PS,1996,Action,Electronic Arts,0.05,0.04,0.21,0.02,0.32,Console
15727,5683,Momotarou Dentetsu Happy,SNES,1996,Misc,Hudson Soft,0,0,0.32,0,0.32,Console
15728,5733,Alone in the Dark: One-Eyed Jack's Revenge,PS,1996,Adventure,Infogrames,0.17,0.12,0,0.02,0.31,Console
15729,5818,RPG Tsukuru 2,SNES,1996,Role-Playing,ASCII Entertainment,0,0,0.31,0,0.31,Console
15730,5831,Virtua Cop 2,SAT,1996,Shooter,Sega,0,0,0.3,0,0.3,Console
15731,5906,Dragon Force,SAT,1996,Strategy,Sega,0,0,0.3,0,0.3,Console
15732,5911,Star Gladiator Episode: I Final Crusade,PS,1996,Fighting,Virgin Interactive,0.07,0.05,0.15,0.02,0.3,Console
15733,5997,J-League Victory Goal '96,SAT,1996,Sports,Sega,0,0,0.29,0,0.29,Console
15734,6048,DX Game of Life,PS,1996,Misc,Takara,0,0,0.27,0.02,0.29,Console
15735,6053,MLB Pennant Race,PS,1996,Sports,Sony Computer Entertainment,0.16,0.11,0,0.02,0.29,Console
15736,6078,Namco Museum Vol.2,PS,1996,Misc,Sony Computer Entertainment,0.03,0.02,0.21,0.02,0.29,Console
15737,6098,PGA Tour 97,PS,1996,Sports,Electronic Arts,0.16,0.11,0,0.02,0.29,Console
15738,6255,Mobile Suit Gundam Side Story I: Senritsu no Blue,SAT,1996,Shooter,Namco Bandai Games,0,0,0.28,0,0.28,Console
15739,6272,Shin Nippon Pro Wrestling: Toukon Retsuden 2,PS,1996,Fighting,Tomy Corporation,0,0,0.26,0.02,0.27,Console
15740,6302,Gunship,PS,1996,Simulation,Microprose,0.15,0.1,0,0.02,0.27,Console
15741,6324,Fushigi no Dungeon: Fuurai no Shiren GB: Tsukikagemura no Kaibutsu,GB,1996,Role-Playing,ChunSoft,0,0,0.27,0,0.27,Hand_Held
15742,6412,Battle Arena Toshinden 3,PS,1996,Fighting,Sony Computer Entertainment,0.06,0.04,0.14,0.02,0.27,Console
15743,6460,King's Field II,PS,1996,Role-Playing,From Software,0.08,0.06,0.11,0.02,0.26,Console
15744,6464,NCAA Gamebreaker,PS,1996,Sports,Sony Computer Entertainment,0.15,0.1,0,0.02,0.26,Console
15745,6524,Nightmare Creatures,N64,1996,Action,Activision,0.21,0.05,0,0,0.26,Console
15746,6570,J-League Pro Soccer Club wo Tsukurou!,SAT,1996,Sports,Sega,0,0,0.26,0,0.26,Console
15747,6606,Doukyuusei if,SAT,1996,Role-Playing,NEC,0,0,0.26,0,0.26,Console
15748,6657,WipEout XL,PS,1996,Racing,Psygnosis,0.14,0.1,0,0.02,0.25,Console
15749,6700,Penny Racers,PS,1996,Racing,Sony Computer Entertainment,0,0,0.23,0.02,0.25,Console
15750,6752,Project Overkill,PS,1996,Shooter,Konami Digital Entertainment,0.14,0.09,0,0.02,0.25,Console
15751,6753,Jumping Flash! 2,PS,1996,Platform,Sony Computer Entertainment,0.05,0.03,0.15,0.02,0.25,Console
15752,6788,Gallop Racer (JP),PS,1996,Sports,Tecmo Koei,0.04,0.03,0.16,0.02,0.24,Console
15753,6899,Front Mission: Gun Hazard,SNES,1996,Role-Playing,SquareSoft,0,0,0.24,0,0.24,Console
15754,7024,Lunar: Silver Star Story,SAT,1996,Role-Playing,Kadokawa Shoten,0,0,0.23,0,0.23,Console
15755,7048,Perfect Weapon,PS,1996,Action,American Softworks,0.13,0.09,0,0.02,0.23,Console
15756,7086,Star Ocean,SNES,1996,Role-Playing,Enix Corporation,0,0,0.23,0,0.23,Console
15757,7122,Tetris Attack,GB,1996,Puzzle,Nintendo,0,0,0.23,0,0.23,Hand_Held
15758,7190,NFL Quarterback Club 97,PS,1996,Sports,Acclaim Entertainment,0.12,0.08,0,0.01,0.22,Console
15759,7227,Chou-Kuukan Night Pro Yakyuu King(higher JP sales),N64,1996,Sports,Imagineer,0,0,0.22,0,0.22,Console
15760,7237,NBA Jam Extreme,PS,1996,Sports,Acclaim Entertainment,0.12,0.08,0,0.01,0.22,Console
15761,7322,Pandemonium!,PS,1996,Platform,BMG Interactive Entertainment,0.12,0.08,0,0.01,0.21,Console
15762,7385,NOëL: NOT DiGITAL,PS,1996,Adventure,Pioneer LDC,0,0,0.2,0.01,0.21,Console
15763,7421,Bastard!! Utsuro Naru Kamigami no Utsuwa,PS,1996,Role-Playing,Seta Corporation,0,0,0.2,0.01,0.21,Console
15764,7423,The King of Fighters '96,SAT,1996,Fighting,SNK,0,0,0.21,0,0.21,Console
15765,7554,Langrisser III,SAT,1996,Strategy,NCS,0,0,0.2,0,0.2,Console
15766,7578,Mobile Suit Gundam Side Story II: Aoi o Uketsugu Mono,SAT,1996,Shooter,Namco Bandai Games,0,0,0.2,0,0.2,Console
15767,7591,Ogre Battle Saga Episode Five: The March of the Black Queen,PS,1996,Role-Playing,ArtDink,0.06,0.04,0.09,0.01,0.2,Console
15768,7626,Snowboard Kids,N64,1996,Sports,Atlus,0.16,0.04,0,0,0.2,Console
15769,7646,Treasure Hunter G,SNES,1996,Role-Playing,SquareSoft,0,0,0.2,0,0.2,Console
15770,7657,Namco Museum Vol.4,PS,1996,Misc,Sony Computer Entertainment,0.02,0.01,0.16,0.01,0.2,Console
15771,7747,Dragon Ball Z: Idainaru Dragon Ball Densetsu,PS,1996,Fighting,Namco Bandai Games,0,0,0.18,0.01,0.19,Console
15772,7759,Parlor! Mini 4,SNES,1996,Misc,Nippon Telenet,0,0,0.19,0,0.19,Console
15773,7786,J-League Excite Stage '96,SNES,1996,Sports,Epoch,0,0,0.19,0,0.19,Console
15774,7792,Jikkyou J-League Perfect Striker,N64,1996,Sports,Konami Digital Entertainment,0,0,0.19,0,0.19,Console
15775,7799,Descent,PS,1996,Shooter,Interplay,0.11,0.07,0,0.01,0.19,Console
